"State","Reading2019","Reading2009","Math2019","Math2009","Reading2019z","Reading2009z","Math2019z","Math2009z","ReadDiffRaw","MathDiffRaw","ReadDiffZ","MathDiffZ","Reading_Rank_2019","Reading_Rank_2009","Reading_Rank_Difference","Math_Rank_2019","Math_Rank_2009","Math_Rank_Difference"
"NJ",270.357938474977,272.80263385761,291.822771925628,292.657227109585,1.70477340754276,1.5307733991327,1.81083020278154,1.27734058976841,-2.44469538263297,-0.834455183957004,-0.391533867567259,0.253803001260864,49,49,21,49,46,29
"NM",251.699591686589,254.129173669956,268.765610592655,269.704253797704,-2.35527032904583,-1.59838469364573,-2.13171289778529,-1.75642384854313,-2.429581983367,-0.938643205049004,-0.386983876985391,0.22525025875966,1,5,22,2,3,28
"NY",261.75214468338,264.288057457975,280.409057321774,282.576915418605,-0.167841544800783,0.10396468881594,-0.140800404014458,-0.0550049290303099,-2.53591277459503,-2.16785809683097,-0.418995477429204,-0.11161626309034,16,20,20,24,20,23
"NC",262.530279226334,259.528486560755,283.658856062479,284.332635252336,0.00148000941697403,-0.693608425192972,0.414882553586862,0.177053912446855,3.00179266557899,-0.673779189856987,1.24816802130006,0.297836281071523,22,14,45,30,26,32
"ND",263.232797461833,269.239984852546,285.564288588419,292.842488544915,0.154347505890564,0.93377145873734,0.740692385519531,1.30182715831262,-6.007187390713,-7.278199956496,-1.46404606680751,-1.51210620121189,27,41,4,36,47,4
"OH",267.049051157634,268.67823553327,285.713236558856,285.583013784517,0.984761748406017,0.839637730394514,0.766160993068808,0.342320253927563,-1.62918437563604,0.130222774339018,-0.146018789460378,0.518173137588648,42,40,24,38,28,34
"OK",258.197131397005,259.495771007061,276.466247861619,275.711956830545,-0.941410049584849,-0.699090651763332,-0.814981237010318,-0.962367428517794,-1.298639610056,0.754291031074047,-0.0465060627860332,0.689199135116679,10,13,27,13,10,40
"OR",263.721671156725,265.08924671644,279.50040459144,285.036814371216,0.260726093738681,0.23822196233563,-0.296170898285435,0.270127412774323,-1.36757555971502,-5.53640977977602,-0.0672596944595422,-1.03476834714998,30,26,26,18,27,9
"PA",264.180562730245,270.700536709088,285.023991890132,288.304168923925,0.360580592101995,1.17851976011764,0.648307074538325,0.701983622193297,-6.51997397884298,-3.280177033793,-1.61842392088517,-0.41644743133228,33,45,3,35,38,17
"RI",262.146157582051,259.885589729898,275.672073085529,277.92371937219,-0.0821046025342842,-0.633767760396449,-0.950777150431816,-0.670032032416451,2.26056785215297,-2.25164628666101,1.02501730181047,-0.134578428834392,18,15,44,11,14,22
"SC",258.976515885229,257.274184592561,276.350019464145,280.380855413571,-0.77181650811539,-1.07136740378894,-0.83485512607817,-0.345264873009846,1.70233129266796,-4.03083594942598,0.856956427918922,-0.622165617546566,13,9,39,12,18,13
"SD",262.770856466814,270.06099022928,287.087942904959,290.619127707892,0.0538294554560191,1.0713493684019,1.00122197658993,1.00795878016208,-7.29013376246598,-3.53118480293301,-1.85028570792257,-0.48523614737602,24,43,1,45,43,16
"TN",262.462713482116,260.946676191649,280.079035689218,274.761821088186,-0.0132222511708225,-0.455958867156573,-0.197230789857782,-1.08794976539287,1.51603729046701,5.31721460103199,0.800871364555231,1.93966901044566,21,18,36,21,9,49
"TX",255.742396588221,260.368795018986,279.651107847019,286.685076683873,-1.47555869621586,-0.55279585022938,-0.270402154599443,0.487983266183935,-4.62639843076502,-7.033968836854,-1.04835025590839,-1.4451746269596,5,17,8,19,33,6
"UT",267.417962093047,265.591577109328,284.930389419443,284.068251870422,1.06503652031747,0.322398713637098,0.632301991792809,0.142109555076123,1.82638498371898,0.862137549020986,0.894303626652626,0.718754489218965,45,28,41,33,23,41
"VT",268.481107043375,272.305134189083,286.603416708406,292.866096352356,1.29637614786429,1.44740614430785,0.918372861485189,1.30494747417357,-3.82402714570799,-6.26267964395004,-0.806790979538943,-1.2338027102255,47,48,12,43,48,8
"VA",261.798121159611,265.641981716133,287.060200768469,286.069754986907,-0.157837094434988,0.330845138761961,0.996478349773329,0.40665432212898,-3.84386055652197,0.990445781561959,-0.812761961369161,0.753917379214659,17,29,11,44,30,42
"WA",266.277038164971,266.917617143622,285.807107019211,288.722375608773,0.816772239422447,0.544606534949329,0.782211899356668,0.757259274332856,-0.640578978651035,-2.915268589562,0.151607519902939,-0.316444218530663,40,35,29,39,42,18
"WV",255.624126301159,254.799747493408,272.349307597102,270.415765915327,-1.50129423129068,-1.4860149729098,-1.51893668932812,-1.66238112342242,0.824378807751003,1.93354168177501,0.592642922571802,1.01237294935114,4,7,35,4,4,45
"WI",267.383822656073,265.812615742952,288.660002957986,288.140726236317,1.0576078017483,0.359438706347101,1.27002846261972,0.680380904034317,1.57120691312099,0.51927672166903,0.817480550818574,0.624793429065169,44,31,37,47,37,38
"WY",264.641626105741,268.159428117446,286.313953952443,286.10403398533,0.460907673117443,0.752699883444619,0.868877636339634,0.411185081825489,-3.51780201170499,0.209919967113024,-0.714599841653639,0.540014164987908,35,39,14,42,31,37
